a,pg,aLabel,born,died
http://www.wikidata.org/entity/Q83396,53477,Eleanor Roosevelt,1884-10-11T00:00:00Z,1962-11-07T00:00:00Z
http://www.wikidata.org/entity/Q86525,52944,Helene von Druskowitz,1856-05-02T00:00:00Z,1918-05-31T00:00:00Z
http://www.wikidata.org/entity/Q98012,55875,Fanny Tarnow,1779-12-17T00:00:00Z,1862-06-20T00:00:00Z
http://www.wikidata.org/entity/Q442121,44482,Eufemia von Adlersfeld-Ballestrem,1854-08-18T00:00:00Z,1941-04-21T00:00:00Z
http://www.wikidata.org/entity/Q458169,56165,Charlotte Mew,1869-11-15T00:00:00Z,1928-03-24T00:00:00Z
http://www.wikidata.org/entity/Q963058,50159,Dorothea Mackellar,1885-07-01T00:00:00Z,1968-01-14T00:00:00Z
http://www.wikidata.org/entity/Q1092556,57881,Katharine Augusta Carl,1854-01-01T00:00:00Z,1938-12-07T00:00:00Z
http://www.wikidata.org/entity/Q1092556,57881,Katharine Augusta Carl,1865-01-01T00:00:00Z,1938-12-07T00:00:00Z
http://www.wikidata.org/entity/Q1253741,37715,E. Gertrude Thomson,1850-01-01T00:00:00Z,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2224174,51551,Sara Hutzler,1853-03-26T00:00:00Z,1893-06-24T00:00:00Z
http://www.wikidata.org/entity/Q2850490,6036,Anna Elizabeth Dickinson,1842-10-28T00:00:00Z,1932-10-22T00:00:00Z
http://www.wikidata.org/entity/Q3300100,38664,Maud Doria Haviland,1889-02-10T00:00:00Z,1941-04-03T00:00:00Z
http://www.wikidata.org/entity/Q3784505,57810,Q3784505,1888-01-01T00:00:00Z,1940-04-03T00:00:00Z
http://www.wikidata.org/entity/Q4725807,4785,Alice Cunningham Fletcher,1838-03-15T00:00:00Z,1923-04-06T00:00:00Z
http://www.wikidata.org/entity/Q4769327,41090,Annie Keary,1825-03-03T00:00:00Z,1879-03-03T00:00:00Z
http://www.wikidata.org/entity/Q5045036,54092,Caroline Dale Snedeker,1871-03-03T00:00:00Z,1956-01-22T00:00:00Z
http://www.wikidata.org/entity/Q5045036,54092,Caroline Dale Snedeker,1871-03-23T00:00:00Z,1956-01-22T00:00:00Z
http://www.wikidata.org/entity/Q5046241,40597,Carrie Jacobs-Bond,1862-08-11T00:00:00Z,1946-12-08T00:00:00Z
http://www.wikidata.org/entity/Q5046241,40597,Carrie Jacobs-Bond,1862-08-11T00:00:00Z,1946-12-28T00:00:00Z
http://www.wikidata.org/entity/Q5362366,43676,Elizabeth Baker,1876-08-20T00:00:00Z,1962-03-08T00:00:00Z
http://www.wikidata.org/entity/Q5362493,49067,Elizabeth Burgoyne Corbett,1846-08-16T00:00:00Z,1930-09-21T00:00:00Z
http://www.wikidata.org/entity/Q5431144,39000,Faith Baldwin,1893-10-01T00:00:00Z,1978-03-18T00:00:00Z
http://www.wikidata.org/entity/Q5460666,6920,Florence K. Upton,1873-02-22T00:00:00Z,1922-10-16T00:00:00Z
http://www.wikidata.org/entity/Q5505753,41872,Frona Eunice Wait,1859-08-19T00:00:00Z,1946-11-17T00:00:00Z
http://www.wikidata.org/entity/Q5591226,37941,Grace James,1882-11-11T00:00:00Z,1965-02-06T00:00:00Z
http://www.wikidata.org/entity/Q6288333,41626,Josephine Clifford McCracken,1838-01-01T00:00:00Z,1920-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6288333,41626,Josephine Clifford McCracken,1839-01-01T00:00:00Z,1920-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6288333,41626,Josephine Clifford McCracken,1838-01-01T00:00:00Z,1921-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6288333,41626,Josephine Clifford McCracken,1839-01-01T00:00:00Z,1921-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6375764,4181,Kate Sanborn,1839-07-11T00:00:00Z,1917-07-09T00:00:00Z
http://www.wikidata.org/entity/Q6721505,5320,Mabel Quiller-Couch,1866-01-01T00:00:00Z,1924-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6779734,5091,Mary Hastings Bradley,1882-04-19T00:00:00Z,1976-10-25T00:00:00Z
http://www.wikidata.org/entity/Q6780755,50546,Q6780755,1868-01-01T00:00:00Z,1958-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7647805,52450,Susan Ertz,1887-02-13T00:00:00Z,1985-04-11T00:00:00Z
http://www.wikidata.org/entity/Q12760643,56237,Flora Sandes,1876-01-22T00:00:00Z,1956-11-24T00:00:00Z
http://www.wikidata.org/entity/Q13562962,5282,Abbie Farwell Brown,1871-08-21T00:00:00Z,1927-03-05T00:00:00Z
http://www.wikidata.org/entity/Q13563011,54829,Inez Hogan,1895-08-05T00:00:00Z,1973-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15700437,42676,Agnes Castle,1860-01-01T00:00:00Z,1922-01-01T00:00:00Z
http://www.wikidata.org/entity/Q17182664,4515,Katherine Devereux Blake,1858-01-01T00:00:00Z,1950-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18117874,53903,Jeanne Schultz,1862-03-28T00:00:00Z,1910-07-20T00:00:00Z
http://www.wikidata.org/entity/Q18810716,37913,Frances Bevan,1827-01-01T00:00:00Z,1909-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18911477,53186,Helen Saunders Wright,1874-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q20872284,42044,Marion Satterlee,1868-01-08T00:00:00Z,1965-06-09T00:00:00Z
http://www.wikidata.org/entity/Q21552544,40756,Ellen Anderson,,
http://www.wikidata.org/entity/Q23689813,7314,Carla Serena,1824-01-01T00:00:00Z,1884-01-01T00:00:00Z
http://www.wikidata.org/entity/Q27058641,42689,Katharine Kimball,1866-04-17T00:00:00Z,1949-03-19T00:00:00Z
http://www.wikidata.org/entity/Q30162810,44058,Mrs. Alex. McVeigh Miller,1850-04-30T00:00:00Z,1937-12-26T00:00:00Z
http://www.wikidata.org/entity/Q38691926,41191,Caroline Elizabeth Merrick,1825-11-24T00:00:00Z,1908-03-29T00:00:00Z
http://www.wikidata.org/entity/Q52154552,38091,Margaret Van Horn Dwight,1790-01-01T00:00:00Z,1834-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55594379,33761,Lyn Venable,1927-06-01T00:00:00Z,2025-03-31T00:00:00Z
http://www.wikidata.org/entity/Q57305695,45665,Q57305695,1865-05-21T00:00:00Z,1945-10-17T00:00:00Z
http://www.wikidata.org/entity/Q57305695,45665,Q57305695,1865-05-21T00:00:00Z,1945-10-18T00:00:00Z
http://www.wikidata.org/entity/Q58237104,34363,Allan McAulay,1863-01-01T00:00:00Z,1918-01-01T00:00:00Z
http://www.wikidata.org/entity/Q59527160,45964,Grace Ellison,1880-05-13T00:00:00Z,1935-10-03T00:00:00Z
http://www.wikidata.org/entity/Q60798436,39798,"Violet, Lady Greville",1842-02-13T00:00:00Z,1932-02-29T00:00:00Z
http://www.wikidata.org/entity/Q63486380,39040,Zephine Humphrey,1874-01-01T00:00:00Z,1956-11-14T00:00:00Z
http://www.wikidata.org/entity/Q63619199,39377,Minna Caroline Smith,1860-01-01T00:00:00Z,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q90295188,7997,Mary Huestis Pengilly,,
http://www.wikidata.org/entity/Q94278561,39865,Martha W. Hiden,1883-01-01T00:00:00Z,1959-02-28T00:00:00Z
http://www.wikidata.org/entity/Q94646461,42686,Jean Allen Pinder Owen Visger,1841-01-01T00:00:00Z,1922-01-01T00:00:00Z
http://www.wikidata.org/entity/Q98744250,35428,"Mary Margaret Stanley Egerton, Countess of Wilton",1801-01-01T00:00:00Z,1858-01-01T00:00:00Z
http://www.wikidata.org/entity/Q104376696,54327,Louise Stockton,1838-01-01T00:00:00Z,1914-01-01T00:00:00Z
http://www.wikidata.org/entity/Q105984615,54343,Frances Theresa Peet Russell,1873-01-01T00:00:00Z,1936-02-15T00:00:00Z
http://www.wikidata.org/entity/Q109859917,33091,Mary E. Anderson,1838-01-01T00:00:00Z,1905-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110087030,40270,Julie de Marguerittes,1814-01-01T00:00:00Z,1866-06-21T00:00:00Z
http://www.wikidata.org/entity/Q110272690,54330,Sarah Towne Martyn,1805-08-15T00:00:00Z,1879-11-22T00:00:00Z
http://www.wikidata.org/entity/Q113548026,39567,Lydia Gillingham Robinson,1875-11-12T00:00:00Z,1967-06-14T00:00:00Z
http://www.wikidata.org/entity/Q113805981,55771,Zoë Kincaid,1878-03-02T00:00:00Z,1944-03-28T00:00:00Z
http://www.wikidata.org/entity/Q114676696,35851,Sophie Frances Fane Veitch,1839-01-01T00:00:00Z,1907-01-01T00:00:00Z
http://www.wikidata.org/entity/Q115528473,48448,Lila Graham Alliger Woolfall,1864-01-20T00:00:00Z,1931-05-02T00:00:00Z
http://www.wikidata.org/entity/Q120816617,36329,Effie Price Gladding,,
http://www.wikidata.org/entity/Q127162590,49533,Elizabeth Rhodes Jackson,1875-07-06T00:00:00Z,1955-06-30T00:00:00Z
http://www.wikidata.org/entity/Q132172380,45265,Fanny Munsell Chambers,1884-06-13T00:00:00Z,1920-08-27T00:00:00Z
http://www.wikidata.org/entity/Q141228348,43026,Gertrude Forde,,
http://www.wikidata.org/entity/Q59401,47314,Jenny d'Héricourt,1809-09-10T00:00:00Z,1875-01-12T00:00:00Z
http://www.wikidata.org/entity/Q110541,51593,Sophie Junghans,1845-12-03T00:00:00Z,1907-09-16T00:00:00Z
http://www.wikidata.org/entity/Q182804,53371,Karen Blixen,1885-04-17T00:00:00Z,1962-09-07T00:00:00Z
http://www.wikidata.org/entity/Q237056,25567,Lydia Koidula,1843-12-24T00:00:00Z,1886-08-11T00:00:00Z
http://www.wikidata.org/entity/Q242542,5935,Margaret Murray,1863-07-13T00:00:00Z,1963-11-13T00:00:00Z
http://www.wikidata.org/entity/Q260378,53120,Victoria Woodhull,1838-09-23T00:00:00Z,1927-06-09T00:00:00Z
http://www.wikidata.org/entity/Q260670,58917,Dion Fortune,1890-12-06T00:00:00Z,1946-01-08T00:00:00Z
http://www.wikidata.org/entity/Q274062,36835,Madame de Rémusat,1780-01-05T00:00:00Z,1821-12-16T00:00:00Z
http://www.wikidata.org/entity/Q289428,5765,Ida B. Wells,1862-07-16T00:00:00Z,1931-03-25T00:00:00Z
http://www.wikidata.org/entity/Q465687,6413,Fredrika Runeberg,1807-09-02T00:00:00Z,1879-05-27T00:00:00Z
http://www.wikidata.org/entity/Q466987,5436,Marceline Desbordes-Valmore,1786-06-20T00:00:00Z,1859-07-23T00:00:00Z
http://www.wikidata.org/entity/Q519064,5556,Eleanor Hallowell Abbott,1873-09-22T00:00:00Z,1958-06-04T00:00:00Z
http://www.wikidata.org/entity/Q529639,53132,Kay Boyle,1902-02-19T00:00:00Z,1992-12-27T00:00:00Z
http://www.wikidata.org/entity/Q577565,9599,Elizabeth Madox Roberts,1881-10-30T00:00:00Z,1941-03-13T00:00:00Z
http://www.wikidata.org/entity/Q1012900,57316,Wanda Gág,1893-03-11T00:00:00Z,1946-06-27T00:00:00Z
http://www.wikidata.org/entity/Q1331134,41857,Elizabeth Hawkins-Whitshed,1860-06-26T00:00:00Z,1934-07-27T00:00:00Z
http://www.wikidata.org/entity/Q1586150,42079,Harriet Monroe,1860-12-23T00:00:00Z,1936-09-26T00:00:00Z
http://www.wikidata.org/entity/Q2747263,53871,Mary Borden,1886-01-01T00:00:00Z,1968-12-02T00:00:00Z
http://www.wikidata.org/entity/Q3353040,42425,Opal Irene Whiteley,1897-12-11T00:00:00Z,1992-02-16T00:00:00Z
http://www.wikidata.org/entity/Q3381850,49439,Phyllis Ackerman,1893-01-01T00:00:00Z,1977-01-25T00:00:00Z
http://www.wikidata.org/entity/Q4223297,53748,Mary C. Ames,1831-05-06T00:00:00Z,1884-08-18T00:00:00Z
http://www.wikidata.org/entity/Q4749165,53489,Amy Dillwyn,1845-05-16T00:00:00Z,1935-12-13T00:00:00Z
http://www.wikidata.org/entity/Q4768380,37644,Anne Gilchrist,1828-02-25T00:00:00Z,1885-11-29T00:00:00Z
http://www.wikidata.org/entity/Q4793350,33617,Matilda Chaplin Ayrton,1846-06-22T00:00:00Z,1883-07-19T00:00:00Z
http://www.wikidata.org/entity/Q4858983,25003,Barbara Hofland,1770-01-01T00:00:00Z,1844-11-04T00:00:00Z
http://www.wikidata.org/entity/Q4981978,39128,Maila Talvio,1871-10-17T00:00:00Z,1951-01-06T00:00:00Z
http://www.wikidata.org/entity/Q5126027,4972,Clara Morris,1848-03-17T00:00:00Z,1925-11-20T00:00:00Z
http://www.wikidata.org/entity/Q5126027,4972,Clara Morris,1849-03-17T00:00:00Z,1925-11-20T00:00:00Z
http://www.wikidata.org/entity/Q5126027,4972,Clara Morris,1850-03-17T00:00:00Z,1925-11-20T00:00:00Z
http://www.wikidata.org/entity/Q5172696,25937,Corra May Harris,1869-03-17T00:00:00Z,1935-02-07T00:00:00Z
http://www.wikidata.org/entity/Q5172696,25937,Corra May Harris,1869-03-17T00:00:00Z,1935-02-09T00:00:00Z
http://www.wikidata.org/entity/Q5361512,35567,Elisabeth Luther Cary,1867-05-18T00:00:00Z,1936-07-13T00:00:00Z
http://www.wikidata.org/entity/Q5364476,26421,Ella Cheever Thayer,1849-09-14T00:00:00Z,1925-10-28T00:00:00Z
http://www.wikidata.org/entity/Q5364488,34838,Ella Du Cane,1874-01-01T00:00:00Z,1943-11-25T00:00:00Z
http://www.wikidata.org/entity/Q5364909,8965,Ellen La Motte,1873-01-01T00:00:00Z,1961-03-02T00:00:00Z
http://www.wikidata.org/entity/Q5372325,45409,Emily Poynton Weaver,1865-01-01T00:00:00Z,1943-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5372823,31444,Emma Guy Cromwell,1865-09-28T00:00:00Z,1952-07-19T00:00:00Z
http://www.wikidata.org/entity/Q5372835,2296,Emma Helen Blair,1851-09-12T00:00:00Z,1911-09-25T00:00:00Z
http://www.wikidata.org/entity/Q5423799,32859,F. A. Forbes,1869-03-16T00:00:00Z,1936-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5478919,47491,Frances Rollin Whipper,1845-11-19T00:00:00Z,1901-10-17T00:00:00Z
http://www.wikidata.org/entity/Q6533164,57399,Leta Stetter Hollingworth,1886-05-25T00:00:00Z,1939-11-27T00:00:00Z
http://www.wikidata.org/entity/Q7368222,34873,Rosel George Brown,1926-03-15T00:00:00Z,1967-11-26T00:00:00Z
http://www.wikidata.org/entity/Q11862616,45507,Hilja Walldén,1871-12-24T00:00:00Z,1929-10-05T00:00:00Z
http://www.wikidata.org/entity/Q15627074,33961,Agnes Lee,1862-03-06T00:00:00Z,1939-07-23T00:00:00Z
http://www.wikidata.org/entity/Q15968251,44428,Constance Peel,1868-04-27T00:00:00Z,1934-08-07T00:00:00Z
http://www.wikidata.org/entity/Q16512607,37236,Susanna Mary Paull,1812-01-01T00:00:00Z,1888-01-01T00:00:00Z
http://www.wikidata.org/entity/Q17354425,33771,Jessie Fothergill,1851-06-01T00:00:00Z,1891-07-28T00:00:00Z
http://www.wikidata.org/entity/Q17388168,25666,Harriet Bates,1856-01-01T00:00:00Z,1886-03-13T00:00:00Z
http://www.wikidata.org/entity/Q18954256,36593,Hilda Murray,1875-11-17T00:00:00Z,1951-08-23T00:00:00Z
http://www.wikidata.org/entity/Q19865794,6481,Anne O'Hagan,1869-08-08T00:00:00Z,1933-06-24T00:00:00Z
http://www.wikidata.org/entity/Q21546568,38196,Louise Stuart,,
http://www.wikidata.org/entity/Q22117571,53562,Anna Wijthoff,1863-10-29T00:00:00Z,1944-03-29T00:00:00Z
http://www.wikidata.org/entity/Q23059605,46126,Gisela Etzel,1880-03-31T00:00:00Z,1918-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29954085,52769,Emma Pike Ewing,1838-01-01T00:00:00Z,1917-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43414110,3527,Q43414110,1890-11-27T00:00:00Z,1983-09-17T00:00:00Z
http://www.wikidata.org/entity/Q46998677,46403,Greet Feuerstein,1893-04-29T00:00:00Z,1986-02-04T00:00:00Z
http://www.wikidata.org/entity/Q50227389,6379,Sarah Noble Ives,1864-03-01T00:00:00Z,1944-11-01T00:00:00Z
http://www.wikidata.org/entity/Q52150642,44677,Florence Wheelock Ayscough,1875-01-21T00:00:00Z,1942-04-26T00:00:00Z
http://www.wikidata.org/entity/Q52154763,39143,Rosalie Koch,1811-01-01T00:00:00Z,1880-01-01T00:00:00Z
http://www.wikidata.org/entity/Q60674929,44426,Anne Cary Maudslay,,1926-01-01T00:00:00Z
http://www.wikidata.org/entity/Q65500036,2516,Frances Margaret Fox,1870-06-23T00:00:00Z,1959-03-01T00:00:00Z
http://www.wikidata.org/entity/Q66750863,52347,Ruth Hairston Early,1849-11-05T00:00:00Z,1928-01-12T00:00:00Z
http://www.wikidata.org/entity/Q76166613,31765,Annie Webb,1806-02-24T00:00:00Z,1880-01-13T00:00:00Z
http://www.wikidata.org/entity/Q90065645,45949,Olive Bacon Frink,,
http://www.wikidata.org/entity/Q91013026,41739,Maude Martin Evers,1892-02-07T00:00:00Z,1953-04-10T00:00:00Z
http://www.wikidata.org/entity/Q98821960,55758,Virginia Frazer Boyle,1863-02-14T00:00:00Z,1938-12-13T00:00:00Z
http://www.wikidata.org/entity/Q100231156,5860,Q100231156,1859-09-28T00:00:00Z,1931-06-18T00:00:00Z
http://www.wikidata.org/entity/Q105069625,50779,Frances Bassett Comstock,1881-01-01T00:00:00Z,1922-02-12T00:00:00Z
http://www.wikidata.org/entity/Q109858665,52533,Ruth Gaines,1877-01-01T00:00:00Z,1952-01-01T00:00:00Z
http://www.wikidata.org/entity/Q110733133,51990,Anna Steese Richardson,1865-04-05T00:00:00Z,1949-05-10T00:00:00Z
http://www.wikidata.org/entity/Q113996061,52805,Edith Allonby,1875-12-01T00:00:00Z,1905-09-05T00:00:00Z
http://www.wikidata.org/entity/Q120815424,37917,Ethel Smith Dorrance,1880-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q120833237,39034,Cora Marsland,1859-01-01T00:00:00Z,1944-10-08T00:00:00Z
http://www.wikidata.org/entity/Q124659316,6895,Florence Minard,1886-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q133449322,55633,Q133449322,,
http://www.wikidata.org/entity/Q136466048,25795,Q136466048,,
http://www.wikidata.org/entity/Q136559554,37116,Eleanor L. Skinner,1868-02-05T00:00:00Z,1951-10-20T00:00:00Z
http://www.wikidata.org/entity/Q80889,35742,Sigrid Undset,1882-05-20T00:00:00Z,1949-06-10T00:00:00Z
http://www.wikidata.org/entity/Q125633,52946,Lisa Wenger,1858-01-23T00:00:00Z,1941-10-17T00:00:00Z
http://www.wikidata.org/entity/Q234572,53378,Elizabeth Blackwell,1821-02-03T00:00:00Z,1910-05-31T00:00:00Z
http://www.wikidata.org/entity/Q234793,41165,Joan Robinson,1903-10-31T00:00:00Z,1983-08-05T00:00:00Z
http://www.wikidata.org/entity/Q272303,51427,Jane Wilde,1821-12-27T00:00:00Z,1896-02-03T00:00:00Z
http://www.wikidata.org/entity/Q298242,25398,Leigh Brackett,1915-12-07T00:00:00Z,1978-03-17T00:00:00Z
http://www.wikidata.org/entity/Q298242,25398,Leigh Brackett,1915-12-07T00:00:00Z,1978-03-18T00:00:00Z
http://www.wikidata.org/entity/Q444496,25981,Katherine Tingley,1847-07-06T00:00:00Z,1929-07-11T00:00:00Z
http://www.wikidata.org/entity/Q461429,52660,"Daisy Greville, Countess of Warwick",1861-12-10T00:00:00Z,1938-07-26T00:00:00Z
http://www.wikidata.org/entity/Q514667,48837,Jane Wells Webb Loudon,1807-08-19T00:00:00Z,1858-07-13T00:00:00Z
http://www.wikidata.org/entity/Q542546,54198,Marion Mahony Griffin,1871-02-14T00:00:00Z,1961-08-10T00:00:00Z
http://www.wikidata.org/entity/Q641367,37364,Annie Vivanti,1866-04-07T00:00:00Z,1942-02-20T00:00:00Z
http://www.wikidata.org/entity/Q765364,53064,Charlotte Anne Moberly,1846-01-01T00:00:00Z,1937-05-05T00:00:00Z
http://www.wikidata.org/entity/Q765364,53064,Charlotte Anne Moberly,1846-09-16T00:00:00Z,1937-05-05T00:00:00Z
http://www.wikidata.org/entity/Q829287,53733,Beryl de Zoete,1879-01-01T00:00:00Z,1962-03-04T00:00:00Z
http://www.wikidata.org/entity/Q986949,52997,Juliane Déry,1861-07-10T00:00:00Z,1899-03-31T00:00:00Z
http://www.wikidata.org/entity/Q1091103,38725,Catharine Trotter,1674-08-16T00:00:00Z,1749-05-11T00:00:00Z
http://www.wikidata.org/entity/Q1226556,35745,Violet Oakley,1874-06-10T00:00:00Z,1960-02-26T00:00:00Z
http://www.wikidata.org/entity/Q1226556,35745,Violet Oakley,1874-06-10T00:00:00Z,1961-02-25T00:00:00Z
http://www.wikidata.org/entity/Q1339023,35142,Emmy von Rhoden,1829-11-15T00:00:00Z,1885-04-07T00:00:00Z
http://www.wikidata.org/entity/Q2125629,26450,Jeanne Reyneke van Stuwe,1874-09-01T00:00:00Z,1951-07-24T00:00:00Z
http://www.wikidata.org/entity/Q2495818,2858,Constance Garnett,1861-12-19T00:00:00Z,1946-12-17T00:00:00Z
http://www.wikidata.org/entity/Q2508949,37590,Valeska Gräfin Bethusy-Huc,1849-06-15T00:00:00Z,1926-05-27T00:00:00Z
http://www.wikidata.org/entity/Q2923446,46970,Brada,1847-04-24T00:00:00Z,1938-08-04T00:00:00Z
http://www.wikidata.org/entity/Q2923446,46970,Brada,1850-01-01T00:00:00Z,1938-08-04T00:00:00Z
http://www.wikidata.org/entity/Q2923446,46970,Brada,1847-04-24T00:00:00Z,1938-08-05T00:00:00Z
http://www.wikidata.org/entity/Q2923446,46970,Brada,1850-01-01T00:00:00Z,1938-08-05T00:00:00Z
http://www.wikidata.org/entity/Q3066426,37437,Fannie Pearson Hardy Eckstorm,1865-06-18T00:00:00Z,1946-12-31T00:00:00Z
http://www.wikidata.org/entity/Q3291492,33938,Marie-Angélique de Coulanges,1641-01-01T00:00:00Z,1723-08-03T00:00:00Z
http://www.wikidata.org/entity/Q3593982,39481,Cecylia Niewiadomska,1855-11-22T00:00:00Z,1925-06-12T00:00:00Z
http://www.wikidata.org/entity/Q3723540,49894,Cornelia Knight,1757-01-01T00:00:00Z,1837-12-17T00:00:00Z
http://www.wikidata.org/entity/Q3814719,37000,Mildred Benson,1905-07-10T00:00:00Z,2002-05-28T00:00:00Z
http://www.wikidata.org/entity/Q4693039,47772,Agnes Giberne,1845-11-19T00:00:00Z,1939-08-20T00:00:00Z
http://www.wikidata.org/entity/Q4794208,5196,Mary Scharlieb,1844-01-01T00:00:00Z,1930-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4794208,5196,Mary Scharlieb,1845-06-18T00:00:00Z,1930-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4794208,5196,Mary Scharlieb,1844-01-01T00:00:00Z,1930-11-11T00:00:00Z
http://www.wikidata.org/entity/Q4794208,5196,Mary Scharlieb,1845-06-18T00:00:00Z,1930-11-11T00:00:00Z
http://www.wikidata.org/entity/Q4794208,5196,Mary Scharlieb,1844-01-01T00:00:00Z,1930-11-21T00:00:00Z
http://www.wikidata.org/entity/Q4794208,5196,Mary Scharlieb,1845-06-18T00:00:00Z,1930-11-21T00:00:00Z
http://www.wikidata.org/entity/Q4956862,55437,Klara Johanson,1875-10-06T00:00:00Z,1948-10-08T00:00:00Z
http://www.wikidata.org/entity/Q4960199,49796,Elisabeth Kuylenstierna-Wenster,1869-09-16T00:00:00Z,1933-02-13T00:00:00Z
http://www.wikidata.org/entity/Q4984923,52798,Astrid Väring,1892-12-15T00:00:00Z,1978-03-22T00:00:00Z
http://www.wikidata.org/entity/Q5052113,42743,Catharine Van Valkenburg Waite,1829-01-01T00:00:00Z,1913-11-09T00:00:00Z
http://www.wikidata.org/entity/Q5255201,53599,Demetra Kenneth Brown,1877-01-01T00:00:00Z,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5298508,50231,Dorothy Levitt,1882-01-05T00:00:00Z,1922-05-17T00:00:00Z
http://www.wikidata.org/entity/Q5338634,58124,Edith O'Shaughnessy,1870-01-01T00:00:00Z,1939-02-18T00:00:00Z
http://www.wikidata.org/entity/Q5338634,58124,Edith O'Shaughnessy,1876-01-31T00:00:00Z,1939-02-18T00:00:00Z
http://www.wikidata.org/entity/Q5363109,35024,Elizabeth Lee,1857-01-01T00:00:00Z,1920-07-10T00:00:00Z
http://www.wikidata.org/entity/Q5363109,35024,Elizabeth Lee,1858-07-08T00:00:00Z,1920-07-10T00:00:00Z
http://www.wikidata.org/entity/Q5404738,32088,Hanna Lindberg,1869-12-17T00:00:00Z,1909-05-05T00:00:00Z
http://www.wikidata.org/entity/Q5434022,33622,Fanny Cory,1877-10-17T00:00:00Z,1972-07-28T00:00:00Z
http://www.wikidata.org/entity/Q5478941,42205,Frances Sheridan,1724-01-01T00:00:00Z,1766-09-26T00:00:00Z
http://www.wikidata.org/entity/Q5591101,38347,Grace Eleanor Hadow,1875-12-09T00:00:00Z,1940-01-19T00:00:00Z
http://www.wikidata.org/entity/Q5740252,48259,Julia Frankau,1859-07-30T00:00:00Z,1916-03-17T00:00:00Z
http://www.wikidata.org/entity/Q6077927,39322,Isabella Banks,1821-03-25T00:00:00Z,1897-05-04T00:00:00Z
http://www.wikidata.org/entity/Q7562969,42147,Sophie Bryant,1850-02-15T00:00:00Z,1922-08-14T00:00:00Z
http://www.wikidata.org/entity/Q7647458,45814,Susa Young Gates,1856-03-18T00:00:00Z,1933-05-27T00:00:00Z
http://www.wikidata.org/entity/Q7934653,38678,Virginia Wales Johnson,1849-12-28T00:00:00Z,1916-01-16T00:00:00Z
http://www.wikidata.org/entity/Q11697269,36748,Eugenia Żmijewska,1865-01-01T00:00:00Z,1923-06-14T00:00:00Z
http://www.wikidata.org/entity/Q11880891,24781,Maria Ramstedt,1852-01-01T00:00:00Z,1915-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11880891,24781,Maria Ramstedt,1852-11-28T00:00:00Z,1915-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11880891,24781,Maria Ramstedt,1852-01-01T00:00:00Z,1915-07-01T00:00:00Z
http://www.wikidata.org/entity/Q11880891,24781,Maria Ramstedt,1852-11-28T00:00:00Z,1915-07-01T00:00:00Z
http://www.wikidata.org/entity/Q11902332,47444,Wendla Randelin,1823-12-13T00:00:00Z,1906-02-04T00:00:00Z
http://www.wikidata.org/entity/Q12788753,49728,Fanny Susan Copeland,1872-09-27T00:00:00Z,1970-07-28T00:00:00Z
http://www.wikidata.org/entity/Q13057349,46781,Annette Beveridge,1842-12-13T00:00:00Z,1929-03-29T00:00:00Z
http://www.wikidata.org/entity/Q14749691,50413,Suze Andriessen,1850-01-16T00:00:00Z,1924-04-14T00:00:00Z
http://www.wikidata.org/entity/Q14954671,57097,Susie Taylor,1848-08-06T00:00:00Z,1912-10-06T00:00:00Z
http://www.wikidata.org/entity/Q15732520,41167,Sofia Bisi Albini,1856-02-26T00:00:00Z,1919-07-17T00:00:00Z
http://www.wikidata.org/entity/Q15999497,41476,Grace May North,1876-02-01T00:00:00Z,1960-07-23T00:00:00Z
http://www.wikidata.org/entity/Q16026161,39031,Marian de Forest,1864-02-27T00:00:00Z,1935-02-17T00:00:00Z
http://www.wikidata.org/entity/Q16066784,38115,Mabel Cosgrove Wodehouse Pearse,1872-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q17281116,25892,Edith King Hall,1864-01-01T00:00:00Z,1933-06-27T00:00:00Z
http://www.wikidata.org/entity/Q17381879,38777,Aune Krohn,1881-03-06T00:00:00Z,1967-01-16T00:00:00Z
