a,pg,aLabel,born,died
http://www.wikidata.org/entity/Q81731,46975,Murasaki Shikibu,0970-01-01T00:00:00Z,1100-01-01T00:00:00Z
http://www.wikidata.org/entity/Q132524,572,Ayn Rand,1905-02-02T00:00:00Z,1982-03-06T00:00:00Z
http://www.wikidata.org/entity/Q174880,2651,Teresa of Ávila,1515-04-07T00:00:00Z,1582-10-15T00:00:00Z
http://www.wikidata.org/entity/Q218319,37703,Zofia Nałkowska,1884-11-10T00:00:00Z,1954-12-17T00:00:00Z
http://www.wikidata.org/entity/Q257953,2829,Margaret Fuller,1810-05-23T00:00:00Z,1850-07-19T00:00:00Z
http://www.wikidata.org/entity/Q268325,49367,Mariana Alcoforado,1640-04-22T00:00:00Z,1723-07-28T00:00:00Z
http://www.wikidata.org/entity/Q272537,53957,Felicia Hemans,1793-09-25T00:00:00Z,1835-05-16T00:00:00Z
http://www.wikidata.org/entity/Q273170,3137,Ada Leverson,1862-10-10T00:00:00Z,1933-08-30T00:00:00Z
http://www.wikidata.org/entity/Q291397,7378,Fernán Caballero,1796-12-24T00:00:00Z,1877-04-07T00:00:00Z
http://www.wikidata.org/entity/Q299871,5930,Delarivier Manley,1663-04-07T00:00:00Z,1724-07-11T00:00:00Z
http://www.wikidata.org/entity/Q431196,25552,Elizabeth Robins Pennell,1855-02-21T00:00:00Z,1936-02-07T00:00:00Z
http://www.wikidata.org/entity/Q433098,945,Charlotte Mary Yonge,1823-08-11T00:00:00Z,1901-05-24T00:00:00Z
http://www.wikidata.org/entity/Q442928,9465,Louise Colet,1810-09-15T00:00:00Z,1876-03-08T00:00:00Z
http://www.wikidata.org/entity/Q463302,5598,Joanna Baillie,1762-09-11T00:00:00Z,1851-02-23T00:00:00Z
http://www.wikidata.org/entity/Q468431,4241,Kristína Royová,1860-08-19T00:00:00Z,1936-12-27T00:00:00Z
http://www.wikidata.org/entity/Q532958,50915,Gwen Raverat,1885-08-26T00:00:00Z,1957-02-11T00:00:00Z
http://www.wikidata.org/entity/Q565833,34609,Anne Isabella Thackeray Ritchie,1837-06-09T00:00:00Z,1919-02-26T00:00:00Z
http://www.wikidata.org/entity/Q1564832,5334,Edith Anna Somerville,1858-05-02T00:00:00Z,1949-10-08T00:00:00Z
http://www.wikidata.org/entity/Q1593345,5289,Hedwig Heyl,1850-05-05T00:00:00Z,1934-01-23T00:00:00Z
http://www.wikidata.org/entity/Q1601879,1466,Helen Zimmern,1846-03-25T00:00:00Z,1934-01-11T00:00:00Z
http://www.wikidata.org/entity/Q2015556,36292,Louise Élisabeth de Croÿ,1749-06-11T00:00:00Z,1832-05-15T00:00:00Z
http://www.wikidata.org/entity/Q2177635,5624,Ruth Hale,1887-01-01T00:00:00Z,1934-09-18T00:00:00Z
http://www.wikidata.org/entity/Q2681576,3023,Frances Erskine Inglis,1804-01-01T00:00:00Z,1882-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2716914,1209,Pauline Johnson,1861-03-10T00:00:00Z,1913-03-07T00:00:00Z
http://www.wikidata.org/entity/Q2802318,3755,Suniti Devi,1864-09-30T00:00:00Z,1932-11-10T00:00:00Z
http://www.wikidata.org/entity/Q2849426,3200,Angelina Grimké,1805-02-20T00:00:00Z,1879-10-26T00:00:00Z
http://www.wikidata.org/entity/Q2961003,53773,Charlotte Mason,1842-01-01T00:00:00Z,1923-01-16T00:00:00Z
http://www.wikidata.org/entity/Q3292858,54575,Maria Weston Chapman,1806-07-25T00:00:00Z,1885-07-12T00:00:00Z
http://www.wikidata.org/entity/Q4678251,581,Ada Ellen Bayly,1857-03-25T00:00:00Z,1903-02-08T00:00:00Z
http://www.wikidata.org/entity/Q4678257,6779,Ada Goodrich Freer,1857-05-15T00:00:00Z,1931-02-24T00:00:00Z
http://www.wikidata.org/entity/Q4678257,6779,Ada Goodrich Freer,1865-01-01T00:00:00Z,1931-02-24T00:00:00Z
http://www.wikidata.org/entity/Q4725902,33118,Alice Harriman,1861-03-12T00:00:00Z,1925-12-24T00:00:00Z
http://www.wikidata.org/entity/Q4749615,31939,Amélie Rives Troubetzkoy,1863-08-23T00:00:00Z,1945-06-15T00:00:00Z
http://www.wikidata.org/entity/Q4767050,9510,Anna Green Winslow,1759-11-29T00:00:00Z,1780-07-19T00:00:00Z
http://www.wikidata.org/entity/Q4767333,841,Anna Maynard Barbour,1801-01-01T00:00:00Z,1941-05-10T00:00:00Z
http://www.wikidata.org/entity/Q4769278,3050,Annie Fellows Johnston,1863-05-15T00:00:00Z,1931-10-05T00:00:00Z
http://www.wikidata.org/entity/Q4769408,1451,Q4769408,1853-05-17T00:00:00Z,1940-02-02T00:00:00Z
http://www.wikidata.org/entity/Q4877157,4389,Beatrice Harraden,1864-01-24T00:00:00Z,1936-05-05T00:00:00Z
http://www.wikidata.org/entity/Q4896488,31456,Bessie Pease Gutmann,1876-04-08T00:00:00Z,1960-09-29T00:00:00Z
http://www.wikidata.org/entity/Q4970156,45061,Ester Blenda Nordström,1891-03-31T00:00:00Z,1948-10-15T00:00:00Z
http://www.wikidata.org/entity/Q5298487,746,Dorothy Kilner,1755-01-01T00:00:00Z,1836-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5354396,1001,Eleanor Stackhouse Atkinson,1863-01-01T00:00:00Z,1942-11-04T00:00:00Z
http://www.wikidata.org/entity/Q5363377,948,Elizabeth Prentiss,1818-10-26T00:00:00Z,1878-08-13T00:00:00Z
http://www.wikidata.org/entity/Q5365036,8882,Ellen Thorneycroft Fowler,1860-04-09T00:00:00Z,1929-06-22T00:00:00Z
http://www.wikidata.org/entity/Q5372175,46704,Emily Gerard,1849-05-07T00:00:00Z,1905-01-11T00:00:00Z
http://www.wikidata.org/entity/Q5372212,6929,Emily Henrietta Hickey,1845-01-01T00:00:00Z,1924-09-09T00:00:00Z
http://www.wikidata.org/entity/Q5372256,4132,Emily Lawless,1845-06-17T00:00:00Z,1913-10-19T00:00:00Z
http://www.wikidata.org/entity/Q5403184,1273,Ethel Pedley,1859-06-19T00:00:00Z,1898-08-06T00:00:00Z
http://www.wikidata.org/entity/Q5460717,55947,Florence Meyerheim,1873-10-01T00:00:00Z,1936-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5460883,45759,Florentia Sale,1790-08-13T00:00:00Z,1853-07-06T00:00:00Z
http://www.wikidata.org/entity/Q5478624,37666,Frances Eleanor Trollope,1835-08-01T00:00:00Z,1913-08-14T00:00:00Z
http://www.wikidata.org/entity/Q5553372,1823,Gertrude Page,1872-01-01T00:00:00Z,1922-04-01T00:00:00Z
http://www.wikidata.org/entity/Q5591308,7802,Grace Miller White,1868-01-01T00:00:00Z,1957-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5642970,34390,Hallie Erminie Rives,1874-05-02T00:00:00Z,1956-08-16T00:00:00Z
http://www.wikidata.org/entity/Q5642970,34390,Hallie Erminie Rives,1876-01-01T00:00:00Z,1956-08-16T00:00:00Z
http://www.wikidata.org/entity/Q5702192,2522,Helen Elliott Bandini,1854-01-01T00:00:00Z,1912-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6171962,3768,Jeanie Gould,1846-01-01T00:00:00Z,1921-08-08T00:00:00Z
http://www.wikidata.org/entity/Q6171962,3768,Jeanie Gould,1853-01-01T00:00:00Z,1921-08-08T00:00:00Z
http://www.wikidata.org/entity/Q6342921,1318,K. Langloh Parker,1856-05-01T00:00:00Z,1940-03-27T00:00:00Z
http://www.wikidata.org/entity/Q6774599,9554,Martha Warren Beckwith,1871-01-19T00:00:00Z,1959-01-28T00:00:00Z
http://www.wikidata.org/entity/Q6779620,9864,Mary Gaunt,1861-02-20T00:00:00Z,1942-01-19T00:00:00Z
http://www.wikidata.org/entity/Q6780584,1687,Mary Raymond Shipman Andrews,1860-04-02T00:00:00Z,1936-08-02T00:00:00Z
http://www.wikidata.org/entity/Q7421815,1908,Sara Yorke Stevenson,1847-02-19T00:00:00Z,1921-11-14T00:00:00Z
http://www.wikidata.org/entity/Q15431254,1234,Anna Chapin Ray,1865-01-03T00:00:00Z,1945-12-13T00:00:00Z
http://www.wikidata.org/entity/Q15626844,40123,Abby Langdon Alger,1850-09-01T00:00:00Z,1917-03-10T00:00:00Z
http://www.wikidata.org/entity/Q15980954,50472,Elizabeth Whitfield Croom Bellamy,1839-04-17T00:00:00Z,1900-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16915146,32254,Lucie Des Ages,1845-10-15T00:00:00Z,1914-04-05T00:00:00Z
http://www.wikidata.org/entity/Q17353281,3841,Julia Corner,1798-01-01T00:00:00Z,1875-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18530660,46110,Phoebe Sheavyn,1865-09-16T00:00:00Z,1968-01-07T00:00:00Z
http://www.wikidata.org/entity/Q18576692,31573,Margaret Verrall,1857-01-01T00:00:00Z,1916-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18912159,7400,Miriam Knight,1834-01-01T00:00:00Z,1908-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18912675,918,Mary Jane Serrano,1840-01-01T00:00:00Z,1923-07-01T00:00:00Z
http://www.wikidata.org/entity/Q19517731,6759,Caroline French Benton,,1923-09-20T00:00:00Z
http://www.wikidata.org/entity/Q19518814,32441,Lucy Sprague Mitchell,1878-07-02T00:00:00Z,1967-10-15T00:00:00Z
http://www.wikidata.org/entity/Q19839444,50948,Margaret Cameron,1867-01-01T00:00:00Z,1947-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21465997,49635,Hannah Clarke Preston MacGoun,1864-06-19T00:00:00Z,1913-08-20T00:00:00Z
http://www.wikidata.org/entity/Q21552398,41604,Adélaïde de Montgolfier,1787-11-21T00:00:00Z,1880-12-16T00:00:00Z
http://www.wikidata.org/entity/Q21552398,41604,Adélaïde de Montgolfier,1789-01-01T00:00:00Z,1880-12-16T00:00:00Z
http://www.wikidata.org/entity/Q21552522,5121,Edith May Bertels Thomas,1859-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q21600536,36126,Rose Georgina Kingsley,1845-01-01T00:00:00Z,1925-01-01T00:00:00Z
http://www.wikidata.org/entity/Q26458753,8634,Clara Dillingham Pierson,1868-03-11T00:00:00Z,1952-01-01T00:00:00Z
http://www.wikidata.org/entity/Q27888932,4047,Lilian Bell,1867-01-01T00:00:00Z,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29043097,8605,Jean McIlwraith,1858-12-28T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29043097,8605,Jean McIlwraith,1859-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29043097,8605,Jean McIlwraith,1858-12-28T00:00:00Z,1938-11-17T00:00:00Z
http://www.wikidata.org/entity/Q29043097,8605,Jean McIlwraith,1859-01-01T00:00:00Z,1938-11-17T00:00:00Z
http://www.wikidata.org/entity/Q29463958,1017,Clara Louise Burnham,1854-05-25T00:00:00Z,1927-06-20T00:00:00Z
http://www.wikidata.org/entity/Q38132850,5921,Marie Van Vorst,1867-11-23T00:00:00Z,1936-12-16T00:00:00Z
http://www.wikidata.org/entity/Q47541877,3794,Elva Sophronia Smith,1871-04-28T00:00:00Z,1965-10-26T00:00:00Z
http://www.wikidata.org/entity/Q48658593,50788,Emma Boghen Conigliani,1866-01-01T00:00:00Z,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q51547432,32948,Hazel Hutchins Wilson,1898-04-08T00:00:00Z,1992-08-20T00:00:00Z
http://www.wikidata.org/entity/Q56007462,8461,Mary Gardiner Horsford,1824-09-26T00:00:00Z,1855-11-25T00:00:00Z
http://www.wikidata.org/entity/Q56849881,36000,Betsy Curtis,1917-09-17T00:00:00Z,2002-04-17T00:00:00Z
http://www.wikidata.org/entity/Q61203095,26420,Edith Eudora Kohl,1884-01-01T00:00:00Z,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q61480989,8720,Cornelia Ortiz,1901-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q64153586,4327,Juliet Bredon,1881-01-01T00:00:00Z,1937-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76284219,3954,Marian Andrews,1839-02-24T00:00:00Z,1929-03-29T00:00:00Z
http://www.wikidata.org/entity/Q90070881,4755,Laura Estelle Watson Benedict,1861-05-05T00:00:00Z,1932-12-13T00:00:00Z
http://www.wikidata.org/entity/Q94125849,2312,Lillian Eichler Watson,1901-01-01T00:00:00Z,1979-01-01T00:00:00Z
http://www.wikidata.org/entity/Q71112,42651,Annette Kolb,1870-02-03T00:00:00Z,1967-12-03T00:00:00Z
http://www.wikidata.org/entity/Q188039,34455,Clara Barton,1821-12-25T00:00:00Z,1912-04-12T00:00:00Z
http://www.wikidata.org/entity/Q235515,1083,Janis Ian,1951-04-07T00:00:00Z,
http://www.wikidata.org/entity/Q242530,33397,Catherine Lucile Moore,1911-01-24T00:00:00Z,1987-04-04T00:00:00Z
http://www.wikidata.org/entity/Q346250,38065,Ada Negri,1870-02-03T00:00:00Z,1945-01-11T00:00:00Z
http://www.wikidata.org/entity/Q446713,37646,Aloisia Kirschner,1854-06-17T00:00:00Z,1934-02-10T00:00:00Z
http://www.wikidata.org/entity/Q535396,41057,Anzia Yezierska,1880-10-29T00:00:00Z,1970-11-20T00:00:00Z
http://www.wikidata.org/entity/Q535396,41057,Anzia Yezierska,1880-10-29T00:00:00Z,1970-11-21T00:00:00Z
http://www.wikidata.org/entity/Q1121861,37650,Gertrude Barrows Bennett,1884-09-18T00:00:00Z,1948-02-02T00:00:00Z
http://www.wikidata.org/entity/Q1916372,1927,"Ann, Lady Fanshawe",1625-03-25T00:00:00Z,1680-01-20T00:00:00Z
http://www.wikidata.org/entity/Q2375893,25001,Sarah Bowdich Lee,1791-09-10T00:00:00Z,1856-09-23T00:00:00Z
http://www.wikidata.org/entity/Q2445456,39203,Clara Louise Kellogg,1842-07-09T00:00:00Z,1916-05-13T00:00:00Z
http://www.wikidata.org/entity/Q3135586,673,Hilda Conkling,1910-10-08T00:00:00Z,1986-06-26T00:00:00Z
http://www.wikidata.org/entity/Q3271715,48894,Léonise Valois,1868-10-11T00:00:00Z,1936-05-20T00:00:00Z
http://www.wikidata.org/entity/Q3587865,40890,Élisabeth Celnart,1796-09-30T00:00:00Z,1865-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3611689,546,Alice Meynell,1847-09-22T00:00:00Z,1922-11-27T00:00:00Z
http://www.wikidata.org/entity/Q3889324,37810,Bahiyyih Khánum,1846-01-01T00:00:00Z,1932-07-15T00:00:00Z
http://www.wikidata.org/entity/Q4157847,50959,Lili Dehn,1888-08-09T00:00:00Z,1963-10-08T00:00:00Z
http://www.wikidata.org/entity/Q4725909,1471,Alice Hegan Rice,1870-01-11T00:00:00Z,1942-02-10T00:00:00Z
http://www.wikidata.org/entity/Q5362320,36740,Elizabeth Anne Finn,1825-03-14T00:00:00Z,1921-01-18T00:00:00Z
http://www.wikidata.org/entity/Q5363537,3526,Elizabeth Spencer,1871-04-12T00:00:00Z,1930-04-22T00:00:00Z
http://www.wikidata.org/entity/Q5415133,52146,Eva Moore,1870-02-09T00:00:00Z,1955-04-27T00:00:00Z
http://www.wikidata.org/entity/Q5553299,41863,Gertrude Chandler Warner,1890-04-16T00:00:00Z,1979-08-30T00:00:00Z
http://www.wikidata.org/entity/Q6370935,2004,Karin Stephen,1889-01-01T00:00:00Z,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6375592,1932,Kate Langley Bosher,1865-02-01T00:00:00Z,1932-07-27T00:00:00Z
http://www.wikidata.org/entity/Q6376318,8229,Katherine Cameron,1874-02-26T00:00:00Z,1965-08-21T00:00:00Z
http://www.wikidata.org/entity/Q6726997,38210,Madeline Brandeis,1897-12-18T00:00:00Z,1937-06-27T00:00:00Z
http://www.wikidata.org/entity/Q6726997,38210,Madeline Brandeis,1897-12-18T00:00:00Z,1937-06-28T00:00:00Z
http://www.wikidata.org/entity/Q6779749,1683,Mary Heaton Vorse,1874-01-01T00:00:00Z,1966-06-14T00:00:00Z
http://www.wikidata.org/entity/Q6779851,1802,Mary J. Safford,1834-12-31T00:00:00Z,1891-12-08T00:00:00Z
http://www.wikidata.org/entity/Q6818735,42996,Q6818735,1770-03-18T00:00:00Z,1837-12-09T00:00:00Z
http://www.wikidata.org/entity/Q7382963,9435,Ruth Edna Kelley,1893-04-08T00:00:00Z,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q7698436,6704,Temple Bailey,1880-01-01T00:00:00Z,1953-07-06T00:00:00Z
http://www.wikidata.org/entity/Q10340728,41735,Q10340728,1886-10-07T00:00:00Z,1964-03-10T00:00:00Z
http://www.wikidata.org/entity/Q13563081,1605,Belle Kendrick Abbott,1842-11-03T00:00:00Z,1893-12-27T00:00:00Z
http://www.wikidata.org/entity/Q15430700,48048,Gertrude Bacon,1874-04-19T00:00:00Z,1949-12-22T00:00:00Z
http://www.wikidata.org/entity/Q15732079,53609,Alexandra Mexin,,
http://www.wikidata.org/entity/Q16065332,7209,Susan Petigru King,1824-01-01T00:00:00Z,1875-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18378667,31491,Jessie H. Bancroft,1867-01-01T00:00:00Z,1952-11-13T00:00:00Z
http://www.wikidata.org/entity/Q18572244,7476,Violetta Thurstan,1879-02-04T00:00:00Z,1978-04-13T00:00:00Z
http://www.wikidata.org/entity/Q18576160,37030,Eva Hasell,1886-12-13T00:00:00Z,1974-05-03T00:00:00Z
http://www.wikidata.org/entity/Q18783838,6104,Leonora Eyles,1889-09-01T00:00:00Z,1960-07-27T00:00:00Z
http://www.wikidata.org/entity/Q18922239,9226,Frances Kingsley,1814-01-01T00:00:00Z,1891-12-12T00:00:00Z
http://www.wikidata.org/entity/Q19564340,39284,Mary Lerner,1882-07-22T00:00:00Z,1938-04-28T00:00:00Z
http://www.wikidata.org/entity/Q21600522,44205,Meta L. Stern,1875-04-01T00:00:00Z,1948-03-25T00:00:00Z
http://www.wikidata.org/entity/Q21600522,44205,Meta L. Stern,1876-01-01T00:00:00Z,1948-03-25T00:00:00Z
http://www.wikidata.org/entity/Q27533073,4868,Mary Elizabeth Phillips,1854-05-16T00:00:00Z,1945-01-01T00:00:00Z
http://www.wikidata.org/entity/Q27921382,5550,Q27921382,1856-07-18T00:00:00Z,1931-02-12T00:00:00Z
http://www.wikidata.org/entity/Q28112526,954,Amelia Gere Mason,1831-09-23T00:00:00Z,1923-08-11T00:00:00Z
http://www.wikidata.org/entity/Q52155790,400,Marion Mills Miller,1864-01-01T00:00:00Z,1949-01-01T00:00:00Z
http://www.wikidata.org/entity/Q52500318,35035,Helen Jacobs,1888-01-01T00:00:00Z,1970-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55720284,26675,Mary Raphael Schenck Woolman,1860-01-01T00:00:00Z,1940-01-01T00:00:00Z
http://www.wikidata.org/entity/Q59241242,46410,Marie Connor Leighton,1865-01-01T00:00:00Z,1941-01-28T00:00:00Z
http://www.wikidata.org/entity/Q59743116,58702,Emma Langdon Roche,1878-03-26T00:00:00Z,1945-04-05T00:00:00Z
http://www.wikidata.org/entity/Q60029190,25465,Jeanne van den Bergh van Eysinga-Elias,1880-01-01T00:00:00Z,1957-01-01T00:00:00Z
http://www.wikidata.org/entity/Q60537694,6931,E. Frances Poynter,1840-01-01T00:00:00Z,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q60577270,45479,Caroline Louisa Hunt,1865-01-01T00:00:00Z,1927-01-01T00:00:00Z
http://www.wikidata.org/entity/Q61864071,26520,Violet Moore Higgins,1886-11-28T00:00:00Z,1967-07-28T00:00:00Z
http://www.wikidata.org/entity/Q66777940,4193,Isabel C. Byrum,1870-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q72579684,33773,Margaret Brown Klapthor,1922-01-01T00:00:00Z,1994-09-26T00:00:00Z
http://www.wikidata.org/entity/Q86193042,38141,Selina Gaye,1840-01-01T00:00:00Z,1914-01-01T00:00:00Z
http://www.wikidata.org/entity/Q104233052,31474,Lizzie Lawson,1858-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q105830401,7816,Louise Morgan Sill,1867-12-18T00:00:00Z,1961-03-31T00:00:00Z
http://www.wikidata.org/entity/Q120836250,1897,Lilyan Stratton,,
http://www.wikidata.org/entity/Q127694743,46111,Ruth Laura Wainwright,,
http://www.wikidata.org/entity/Q99578,44848,Elisabeth von Heyking,1861-12-10T00:00:00Z,1925-01-04T00:00:00Z
http://www.wikidata.org/entity/Q139452,7158,Jessie Willcox Smith,1863-09-06T00:00:00Z,1935-05-03T00:00:00Z
http://www.wikidata.org/entity/Q188385,6032,Gertrude Stein,1874-02-03T00:00:00Z,1946-07-27T00:00:00Z
http://www.wikidata.org/entity/Q230299,9648,Nellie Bly,1864-05-05T00:00:00Z,1922-01-27T00:00:00Z
http://www.wikidata.org/entity/Q230299,9648,Nellie Bly,1865-01-01T00:00:00Z,1922-01-27T00:00:00Z
http://www.wikidata.org/entity/Q235121,7433,Mary Wortley Montagu,1689-05-15T00:00:00Z,1762-08-21T00:00:00Z
http://www.wikidata.org/entity/Q237318,42015,Princess Louise of Belgium,1858-02-18T00:00:00Z,1924-03-01T00:00:00Z
http://www.wikidata.org/entity/Q239540,4092,"Augusta, Lady Gregory",1852-03-15T00:00:00Z,1932-05-22T00:00:00Z
http://www.wikidata.org/entity/Q243110,899,Isabel Burton,1831-03-20T00:00:00Z,1896-03-22T00:00:00Z
http://www.wikidata.org/entity/Q255253,5287,Marie Bashkirtseva,1860-11-23T00:00:00Z,1884-10-31T00:00:00Z
http://www.wikidata.org/entity/Q259530,2010,Frances Burney,1752-06-13T00:00:00Z,1840-01-06T00:00:00Z
http://www.wikidata.org/entity/Q273200,7585,Sophie Gay,1776-07-01T00:00:00Z,1852-03-05T00:00:00Z
http://www.wikidata.org/entity/Q276304,35388,Judith Merril,1923-01-21T00:00:00Z,1997-09-12T00:00:00Z
http://www.wikidata.org/entity/Q287741,3808,Sibilla Aleramo,1876-08-14T00:00:00Z,1960-01-13T00:00:00Z
http://www.wikidata.org/entity/Q289990,38157,Amy Roberta Ruck,1878-08-02T00:00:00Z,1978-08-11T00:00:00Z
http://www.wikidata.org/entity/Q430639,43680,Sarah Josepha Hale,1788-10-24T00:00:00Z,1879-04-30T00:00:00Z
http://www.wikidata.org/entity/Q441439,44259,Henriette Roland Holst,1869-12-24T00:00:00Z,1952-11-21T00:00:00Z
http://www.wikidata.org/entity/Q443398,1281,Henry Handel Richardson,1870-01-03T00:00:00Z,1946-03-20T00:00:00Z
http://www.wikidata.org/entity/Q450802,45847,Vera Brittain,1893-12-29T00:00:00Z,1970-03-29T00:00:00Z
http://www.wikidata.org/entity/Q453294,5267,Kitty Clive,1711-11-05T00:00:00Z,1785-12-06T00:00:00Z
http://www.wikidata.org/entity/Q465681,3980,"Sophie Rostopchine, Comtesse de Ségur",1799-08-01T00:00:00Z,1874-02-09T00:00:00Z
http://www.wikidata.org/entity/Q975874,36140,Kathleen Howard,1884-07-17T00:00:00Z,1956-04-15T00:00:00Z
http://www.wikidata.org/entity/Q975874,36140,Kathleen Howard,1884-07-27T00:00:00Z,1956-04-15T00:00:00Z
http://www.wikidata.org/entity/Q975874,36140,Kathleen Howard,1884-07-17T00:00:00Z,1956-08-15T00:00:00Z
http://www.wikidata.org/entity/Q975874,36140,Kathleen Howard,1884-07-27T00:00:00Z,1956-08-15T00:00:00Z
http://www.wikidata.org/entity/Q1045347,45361,Carry Brachvogel,1864-06-16T00:00:00Z,1942-11-20T00:00:00Z
http://www.wikidata.org/entity/Q1091668,1801,Clara Bell,1834-01-01T00:00:00Z,1927-01-16T00:00:00Z
http://www.wikidata.org/entity/Q1587662,47038,Eliza Ruhamah Scidmore,1856-10-14T00:00:00Z,1928-11-03T00:00:00Z
http://www.wikidata.org/entity/Q1601947,43239,Helene Butenschön,1874-01-01T00:00:00Z,1957-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1601947,43239,Helene Butenschön,1874-09-10T00:00:00Z,1957-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1601947,43239,Helene Butenschön,1874-01-01T00:00:00Z,1957-11-18T00:00:00Z
http://www.wikidata.org/entity/Q1601947,43239,Helene Butenschön,1874-09-10T00:00:00Z,1957-11-18T00:00:00Z
http://www.wikidata.org/entity/Q1758205,3465,Rebecca Sophia Clarke,1833-02-22T00:00:00Z,1906-08-16T00:00:00Z
http://www.wikidata.org/entity/Q1894814,888,Margaret Deland,1857-02-23T00:00:00Z,1945-01-13T00:00:00Z
http://www.wikidata.org/entity/Q2068541,32430,Edna Worthley Underwood,1873-01-01T00:00:00Z,1961-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2306224,2326,Mary Webb,1881-03-25T00:00:00Z,1927-10-08T00:00:00Z
http://www.wikidata.org/entity/Q2635461,6815,Catherine Radziwiłł,1858-03-30T00:00:00Z,1941-05-12T00:00:00Z
http://www.wikidata.org/entity/Q2635461,6815,Catherine Radziwiłł,1858-03-30T00:00:00Z,1941-10-26T00:00:00Z
http://www.wikidata.org/entity/Q2809294,53089,Anna Maria Mozzoni,1837-05-05T00:00:00Z,1920-06-14T00:00:00Z
http://www.wikidata.org/entity/Q3052418,9762,Maria Graham,1785-07-19T00:00:00Z,1842-11-21T00:00:00Z
http://www.wikidata.org/entity/Q3147763,5924,Ida Husted Harper,1851-02-18T00:00:00Z,1931-03-14T00:00:00Z
http://www.wikidata.org/entity/Q3266011,32524,Lucy Kemp-Welch,1869-06-20T00:00:00Z,1958-11-27T00:00:00Z
http://www.wikidata.org/entity/Q3290528,51121,Margaret St. Clair,1911-02-17T00:00:00Z,1995-11-22T00:00:00Z
http://www.wikidata.org/entity/Q3611672,1688,Alice Brown,1856-12-05T00:00:00Z,1948-06-21T00:00:00Z
http://www.wikidata.org/entity/Q3611672,1688,Alice Brown,1857-12-05T00:00:00Z,1948-06-21T00:00:00Z
http://www.wikidata.org/entity/Q4233439,50943,Frances Cornford,1886-03-30T00:00:00Z,1960-08-19T00:00:00Z
http://www.wikidata.org/entity/Q4681961,52210,Adeline Knapp,1860-03-14T00:00:00Z,1909-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4766837,7605,Anna Bartlett Warner,1827-08-31T00:00:00Z,1915-01-22T00:00:00Z
http://www.wikidata.org/entity/Q4768110,7207,Anne Abbott,1808-04-10T00:00:00Z,1908-06-01T00:00:00Z
http://www.wikidata.org/entity/Q4768282,2634,Anne Douglas Sedgwick,1873-03-28T00:00:00Z,1935-07-19T00:00:00Z
http://www.wikidata.org/entity/Q4924838,35248,Blanche Colton Williams,1879-01-01T00:00:00Z,1944-08-09T00:00:00Z
http://www.wikidata.org/entity/Q5135590,33039,Clotilde Graves,1863-06-03T00:00:00Z,1932-12-05T00:00:00Z
http://www.wikidata.org/entity/Q5372794,54451,Emma Elizabeth Thoyts,1860-01-01T00:00:00Z,1949-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5460317,8014,Flora Klickmann,1867-01-26T00:00:00Z,1958-11-20T00:00:00Z
http://www.wikidata.org/entity/Q6306453,8984,Julia Griffiths,1811-05-21T00:00:00Z,1895-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6375663,2625,Q6375663,1866-08-09T00:00:00Z,1937-07-03T00:00:00Z
http://www.wikidata.org/entity/Q6552065,47220,Linda White Mazini Villari,1836-01-01T00:00:00Z,1915-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6779503,5152,Mary Everest Boole,1832-03-11T00:00:00Z,1916-05-17T00:00:00Z
http://www.wikidata.org/entity/Q6780853,39464,Mary Treat,1830-09-07T00:00:00Z,1923-04-11T00:00:00Z
